avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
34.5,6.18,13.33,3.4,12.25,7.08,0
28.67,1.7,19.67,1.25,17.5,0.5,0
36,6.36,14,4.06,19.25,1.09,0
41,2.55,10.33,6.24,14.25,3.34,0
37.5,1.5,16.25,3.83,17,3.24,0
39,4.9,21,0,12,3,0
35.67,6.13,11.25,6.18,17.67,4.11,0
23.25,8.7,10.75,4.15,15,6,0
38,5.2,17.75,3.11,12.75,5.26,0
38.67,1.89,16.33,1.25,12.75,2.49,0
35.33,1.7,21.33,0.47,18,1.41,0
37.5,1.5,20.75,1.09,12.75,5.31,0
34.25,5.07,12.5,0.87,18.5,4.09,0
32,3.24,12.25,5.63,18.25,6.3,0
31.5,6.87,14.33,3.3,14.33,3.3,0
40.75,2.68,14.33,4.99,17,1.41,0
36.5,2.5,21.25,0.43,15,4.3,0
37.67,1.25,18.5,2.18,22.33,1.25,0
39.25,6.61,20.75,0.43,18,3.08,0
29.67,2.05,17,1,22.67,1.7,0
25.75,3.27,14.75,2.86,14.5,7.23,0
35.75,5.21,19.75,1.79,21,0.71,0
33.75,1.3,14.25,6.42,17.75,3.7,0
34.25,2.38,13,6.12,13.5,8.14,0
40.25,5.45,14.75,2.68,20,3,0
28.75,4.09,16.75,3.77,20.75,3.42,0
26.25,6.14,12.5,6.06,20.75,5.21,0
40.5,2.69,16.33,4.11,25,1.41,0
36.75,2.28,20.25,4.49,19,5.2,0
35.67,4.03,15,4.12,19.33,1.89,0
36,9.82,15,2.12,15.75,3.9,0
32.75,2.05,16,3.67,19.25,2.28,0
22.33,4.11,20.67,0.47,21.5,2.87,0
36,4.74,14.75,2.68,17.5,4.92,0
38,1.22,21.5,2.5,20.25,3.11,0
36.5,0.5,19.25,2.17,19,1.22,0
37.75,5.49,19,2.74,14.5,3.77,0
36,6.75,14.75,3.27,17.25,4.97,0
29,2.74,16.25,3.11,17.75,5.36,0
39,6.71,17.5,3.28,19,2.35,0
39.25,2.86,18,1.63,8.67,3.3,0
35.5,4.15,13.25,1.09,17,4.24,0
41.33,1.25,18,2.12,11.33,8.18,0
28.33,5.79,14.67,3.09,16.5,4.15,0
28.5,5.41,17.75,2.17,15.5,3.57,0
30,5.79,17.25,1.92,19.5,3.35,0
38.75,3.49,19.25,1.79,17.5,4.33,0
35.25,1.3,14,4.64,15.75,1.3,0
37.75,4.38,11,5.7,12.33,2.05,0
33,8.15,12.67,0.94,18,4.3,0
25,4.24,12.25,4.71,11,3.74,0
31.25,10.11,14.75,3.96,15.5,4.27,0
34,2.92,15,3,21.5,0.5,0
29.67,2.87,15.5,7.3,11,2.83,0
34.5,4.5,15.75,2.49,15.75,4.32,0
28.8,1.94,12,1.22,18.2,2.64,0
25.33,3.68,16.25,4.82,11.67,4.5,0
38.25,7.08,15.75,4.66,13.75,3.03,0
36.75,3.9,17.5,3.5,16.25,1.92,0
35.75,3.83,19.67,3.68,18.67,2.62,0
32.67,8.34,11,3.27,20,2.55,0
37.5,3.64,15.25,3.42,17,8.22,0
24.75,5.67,17.5,4.56,21.25,3.7,0
29.5,7.79,16.75,1.48,8.75,4.26,0
39.75,3.27,18,3,7.33,4.78,0
37.75,1.09,18.75,1.79,12.25,2.86,0
37.75,3.7,15.5,4.39,10.75,1.79,0
33.5,8.41,14.67,4.92,18.33,2.36,0
27.75,3.34,16.4,2.06,13.2,3.76,0
34.5,6.18,14,3.56,11.67,3.68,0
42.5,3.35,16.75,1.79,18,1.87,0
40.33,0.94,23,1.22,14.33,0.94,0
39.33,0.94,17.25,2.28,15.5,5.5,0
38,8.12,12.5,0.87,15.5,3.5,0
31,2.83,17.33,2.49,19.25,3.7,0
27.25,6.94,14.5,5.72,19.25,3.03,0
37.75,8.81,18.25,3.34,19,2.45,0
37.75,2.77,22.5,1.12,20.5,1.5,0
36.5,2.29,17.67,4.03,17.25,1.48,0
36.25,6.91,12.67,1.7,16.25,1.64,0
27.25,5.36,10.25,5.07,16.33,2.36,0
27.75,2.49,16,2.55,15.75,4.82,0
39.75,5.36,16,2.83,21,0,0
35.5,1.5,19.25,2.95,16,2.45,0
36.75,2.49,16.33,1.89,15.33,2.49,0
41.5,5.68,15,3,16.75,5.89,0
30,2.45,13.75,4.15,15,3.56,0
27.33,3.77,12,3.27,15.25,4.02,0
30.5,7.89,14.75,2.05,15,2.12,0
35.5,1.5,18.5,1.5,13.5,5.5,0
36,0,17.75,4.6,13.75,5.07,0
39,4.12,13.25,3.7,14.25,2.59,0
36,7.65,19.25,3.63,19,4.42,0
27.5,2.29,15,2.55,13.75,8.47,0
34.75,7.15,12.75,4.87,20,0.82,0
40,2.55,15,3,15,2.16,0
36.5,2.29,18.5,3.57,11.75,7.79,0
38,1.63,18.75,2.86,18.33,3.09,0
40.75,6.34,16,1.22,15.67,4.5,0
27,4.24,15.67,3.3,17,4.53,0
31.75,5.36,13,3.56,14.75,2.77,0
40.25,3.03,18.5,1.5,18.25,0.83,0
39.75,1.3,16.5,2.6,20,2.12,0
36,4.64,16.5,3.35,17.67,2.36,0
39,4.24,16.25,3.49,18.75,4.97,0
30.25,2.17,15.5,2.6,20,2.55,0
28.75,4.97,17,2.92,17.25,5.12,0
38.5,3.28,11.25,4.32,20,2.35,0
37.5,1.12,14.33,1.25,14,7.87,0
37.5,4.5,16.75,2.49,13.75,3.03,0
37,7.07,15.5,2.87,18.67,4.99,0
29.5,3.57,13,5.15,17,1.58,0
23,4.55,14,1.41,8,2.16,0
37.5,6.18,16.75,2.17,14.75,2.17,0
36,4.24,16,2.16,20.25,1.48,0
33,2.12,16,2.12,19,2.24,0
36.5,6.06,10,3.94,12.33,3.86,0
34.5,6.54,10,3.67,16.5,2.06,0
27,3.54,13,5.1,9.25,5.49,0
32,5.87,13.5,5.32,16,2.45,0
37.75,1.3,18.75,4.76,14.25,5.07,0
33,4.74,14.67,2.05,15.67,4.03,0
40,3,13,5.83,19,2.74,0
37,1.41,18.25,2.86,15.33,6.6,0
23.33,1.7,14.5,4.09,24,0,0
31,2.83,16,4.55,16.5,3.2,0
39.25,1.79,16.25,1.79,11.75,0.43,0
36.75,4.49,14.75,3.7,16,2.35,0
35.75,1.64,15.25,4.09,16.5,3.04,0
30.25,8.41,21.33,1.25,19.5,1.5,0
25.75,2.49,17.25,2.59,16.33,3.68,0
36.33,3.09,14,4,17,5.66,0
37.33,1.89,20,0.82,17.25,1.48,0
36.67,3.3,20.5,2.6,13,0.82,0
35.33,3.86,19.25,2.77,15.67,2.49,0
38.25,3.9,18.75,2.49,15,3,0
25.5,2.69,17.33,4.99,15,3.08,0
32.75,2.17,17,3.24,16,1.87,0
39.75,1.3,12.25,4.66,18.75,3.7,0
35,1.41,17,4.97,15.5,3.35,0
36.5,2.87,14.5,4.72,14.5,5.41,0
39.25,5.21,15.25,1.92,18.75,3.9,0
26.75,4.09,15.25,4.44,21.75,1.79,0
28.25,4.6,17.25,5.76,20.5,3.91,0
35.75,2.77,19,4.58,14,2.12,0
35.75,0.43,18.75,4.82,13,4.42,0
40.25,2.77,20.33,1.7,15.67,4.99,0
34.67,4.5,20.25,4.49,19.33,3.3,0
24.4,5.16,15,4.95,15.4,2.8,0
28,2.83,18,2.92,14.33,2.62,0
38.75,3.9,20.25,3.77,12,5.61,0
33.5,3.5,19,4.06,15.75,4.82,0
38,1.41,18,0,15.5,3.77,0
37,4.06,14.25,2.49,17.75,4.55,0
27,2.12,8.67,8.73,18.25,1.79,0
37.25,3.49,19.5,1.12,14,3.56,0
41,3.24,15,6.44,14.5,3.35,0
35,4.18,20.5,0.5,18.5,3.57,0
30.5,10.64,13.25,8.04,15,0,0
30.25,7.92,13.67,1.25,12.33,6.13,0
29.25,3.9,13.25,7.43,22.75,1.3,0
30.5,10.78,15.5,3.91,14.75,3.7,0
40,4.18,15.25,2.38,15,2.12,0
36,2.12,18.5,1.5,18.33,1.25,0
37.25,3.7,18.25,2.05,18.25,3.27,0
28.75,8.67,18,2.24,17.5,2.29,0
25.5,2.5,11,1,14.67,2.62,0
29.4,6.95,16.2,4.07,15.75,2.59,0
40.75,4.76,19,2,12,3.54,0
32.25,0.83,17.5,2.87,19,4.18,0
35.75,3.49,16,7.07,18,2.45,0
36.4,7.26,17.75,4.44,17.8,1.72,0
26.5,5.02,17.5,2.6,22.25,3.27,0
32.75,3.7,17.5,1.5,13.33,1.89,0
36.75,4.44,14.75,5.58,19.5,4.5,0
32,1.22,14.75,5.76,18.25,3.27,0
36,0,14.75,2.95,18.33,3.68,0
37,5.1,14.25,3.27,19.67,2.87,0
28.67,1.25,14.67,3.77,20,1.73,0
28.25,2.38,19.5,3.2,21,0.71,0
39.67,5.31,15.33,6.18,16,5.96,0
38.5,1.5,15.5,2.29,18.75,2.77,0
37.5,3.35,15,5.61,19.25,2.05,0
31.33,9.88,10.25,2.68,19,1.41,0
26,5.24,11.25,5.8,16.5,3.2,0
31,10.46,14,1.73,19.5,2.6,0
41,3,18.25,3.96,15.67,4.11,0
38.75,1.79,15,3.08,15.67,3.86,0
36.25,3.19,9,2.74,17.75,1.3,0
35.75,6.61,14.25,4.92,14.75,6.14,0
25.25,1.92,17.67,2.62,22.33,2.36,0
32,9.09,15,2.16,18.25,1.79,0
37,0.82,18.33,2.49,13.25,3.63,0
37.25,1.3,16.67,0.47,20.5,3.35,0
40,0,15.5,4.15,17.67,4.5,0
35.33,3.3,12.75,4.82,23.5,0.5,0
25,1.41,16.5,4.5,19.5,4.03,0
27.75,6.87,17.25,4.71,18,2.12,0
33.25,3.83,15,1.87,13,6.12,0
29.67,1.7,14.5,5.41,18.33,6.02,0
33,3.94,14.75,2.17,15.5,5.94,0
31,6.6,18.75,4.15,19.25,2.49,0
27.25,1.92,20.5,2.29,20,1.41,0
37,5.05,14,6.04,17,4.06,0
37,5.74,18.75,4.44,18.5,1.5,0
32.75,3.63,16,1,20,2.24,0
33.75,8.58,14,2.83,13,2.45,0
36,6.36,14,4.06,19.25,5.36,0
24.33,2.87,17,2.16,18,7.12,0
37,5.34,9,1.87,15.5,0.5,0
39.33,2.49,16,6.16,15.25,3.49,0
35.4,2.8,15.75,6.76,17.75,2.77,0
37.33,1.25,15,0,17.75,1.3,0
36.25,4.02,18,2.74,13,3.94,0
26.75,2.49,10,4.06,15.75,3.27,0
31,3.74,17.75,5.63,17,5.1,0
41.75,1.79,17.25,2.28,17.5,1.8,0
36.5,4.33,14.5,2.87,19.5,3.35,0
36,2.12,14.75,3.83,16.33,3.86,0
38.75,2.77,16.5,3.2,16.5,7.43,0
25.5,5.02,16.75,4.76,13.5,2.06,0
29.75,2.95,13.75,6.46,18.75,5.54,0
38.5,1.66,16,0.82,22.33,1.25,0
36,2.45,15.75,4.44,19.33,2.36,0
39.5,1.5,14,2.55,15.25,6.38,0
32.75,5.63,9.67,6.55,17.75,1.48,0
22.75,1.3,16.75,1.79,14.25,3.56,0
28.5,14.5,14.5,3.5,20.75,2.77,0
33.75,2.49,13.25,4.76,18.5,3.04,0
32.5,4.15,18,2.16,15.25,1.79,0
37.5,3.57,12,1.41,12.75,6.3,0
32.5,7.4,12.25,3.27,16,5.7,0
28.25,4.76,15,3.67,20.25,1.92,0
28.75,5.07,14.25,3.34,16.25,4.44,0
34.75,1.79,13.67,6.8,20.33,0.94,0
33.75,4.02,17,3.74,15.67,1.7,0
35.75,4.09,13.5,1.5,13.25,2.95,0
40.5,3.35,19.33,1.7,21.33,2.05,0
27.5,3.35,18.33,2.05,18,5.61,0
24.67,1.7,19,2.16,14,5.1,0
37.67,5.25,7.33,5.79,15,1.22,0
41.25,3.27,16.25,3.42,15,2.12,0
36.25,3.9,16.25,4.26,16.75,2.17,0
37.33,3.09,10,5,17,2,0
33.25,7.76,16.5,1.5,17.75,2.95,0
29,1.41,14,1.41,9,0,0
31.4,6.34,17.2,4.12,13.83,5.01,0
40.5,3.35,16,2.12,12.25,2.86,0
36.75,2.86,17.67,3.77,13.67,2.05,0
36.25,5.63,15.5,2.29,20.25,2.49,0
40.25,6.61,13.5,1.5,15,3.67,0
30.5,3.77,17,3.67,15.5,3.28,0
27,5.39,14.33,1.7,18,2.45,0
41.5,4.27,17,3.74,16.75,1.64,0
37.67,1.25,16.5,1.66,17.33,2.36,0
35.25,1.3,14.5,5.17,12.5,2.18,0
43.5,1.5,13.5,5.5,15.67,4.5,0
27.33,4.64,11.33,4.11,19.25,1.3,0
19.33,1.89,14,4.55,20.5,2.06,0
35.25,6.5,14,6.96,14.75,4.26,0
38.25,3.9,14.75,3.96,13.75,2.86,0
33,3.67,13.25,4.44,15.5,3.2,0
41.5,1.12,11.25,4.49,17,1.22,0
29.5,1.8,12.5,0.5,26,1.41,0
22,8.51,15.2,3.49,14.8,1.94,0
34,6.71,15.75,4.32,17.25,1.3,0
36.5,3.57,20,4.06,22.25,1.3,0
35.25,1.3,17,5.1,15.33,3.4,0
36.25,7.26,18.75,4.32,12,3.67,0
34.67,9.46,13.75,7.63,17.33,6.85,0
22,2.35,17.25,4.66,16.75,6.22,0
28.5,1.66,16,5.7,16,4.3,0
42,2.45,21.67,1.7,22.75,0.43,0
37.75,1.3,16.75,5.85,12,6.68,0
36.5,2.87,15.25,3.27,19.25,4.49,0
38.25,6.83,11,5.39,17.5,4.61,0
29.5,3.91,15.75,1.3,20.5,1.5,0
32,6.2,19.5,3.35,18.5,2.29,0
41.75,2.49,17.75,1.64,17.5,3.77,0
39.5,2.87,19,4,16,2.12,0
39,2.45,21,0,14.67,6.94,0
40,5.87,17.67,4.5,16.33,4.19,0
32,4.06,17,1.73,20.25,2.49,0
30.25,3.27,16.5,3.35,18,4.9,0
42.75,4.6,19,3.67,17,5.05,0
37.25,1.3,19.5,1.5,14.75,8.58,0
36,2.45,17,2.55,10.67,3.3,0
42,3,18.25,2.17,15.5,1.5,0
31.33,2.36,16.33,3.09,19.5,2.06,0
26.25,3.11,13,3.94,17.5,4.27,0
37.5,5.41,19.25,4.44,11.25,3.56,0
38,3.24,16.75,3.27,14.5,7.26,0
34,2.74,16,2.83,16.33,1.89,0
41.33,2.49,15,0,20,1,0
33,2.12,14,1.41,23,2.16,0
26,5.35,16.5,3.35,19,2.45,0
34,7.65,14.5,2.69,18,5.61,0
35.5,5.36,12.75,2.86,13.25,7.43,0
31.67,1.25,16,4.55,15.75,4.15,0
38.67,0.47,18.33,1.25,11.67,3.4,0
36.75,5.36,11.5,2.29,16.75,4.26,0
25.25,2.28,18,2.94,18.67,3.3,0
34.75,9.23,15.5,2.69,15.75,2.59,0
39.5,3.28,12.67,5.79,17,0.82,0
35,2.92,20.75,1.79,17.25,0.83,0
33.75,7.98,18.2,4.12,16.4,3.07,0
37,9.46,7.33,6.13,14.5,2.6,0
32.75,3.27,16.75,3.27,22,1.22,0
27.5,6.54,16.75,1.79,18.5,2.6,0
41,4.53,18.67,1.7,15,2.45,0
38,3,14.25,3.7,14.5,5.12,0
36.5,2.29,11.5,5.02,13,5.05,0
37.25,7.46,13.25,1.3,19,2.12,0
26.75,3.9,11,1.63,21.67,1.7,0
28.5,2.6,13.25,2.59,15.75,3.56,0
41.33,3.86,15.25,2.38,18,2.16,0
32,2.83,15,4,14.25,3.9,0
33.75,4.49,17,2.24,17.5,2.69,0
35.25,3.96,15.5,3.2,10.75,4.71,0
26,1.41,13,1.41,16,2.12,0
25.75,2.17,11.75,3.9,14.67,2.87,0
34.25,5.07,18.25,2.17,14,3.67,0
36.75,4.92,15.5,3.35,17.5,0.5,0
32.5,2.29,13.5,4.72,11,5.34,0
36.25,6.14,11.5,2.5,13,3.27,0
34.25,7.4,9,3.74,16.67,0.94,0
28,4.06,14.25,1.48,18.25,2.95,0
28,2.74,15.5,6.18,14.75,3.7,0
37.25,1.3,17.67,0.47,21.33,3.77,0
30.75,1.3,14.5,6.34,21.5,0.87,0
34.25,4.76,18,1.87,14.25,3.56,0
40,5.1,20.75,0.43,12.67,4.92,0
31.25,1.3,21,1,20.67,2.87,0
29.25,2.49,16.25,3.42,18,2.45,0
40.5,4.56,16,4.64,13,6.44,0
39.25,2.17,22,1.41,14.5,3.35,0
33.75,5.36,17.25,2.49,19.25,1.3,0
39.25,2.17,18.75,3.77,18.5,2.6,0
41,4.32,13.33,1.89,19.67,1.25,0
26.5,3.28,15.25,1.3,25.25,3.63,0
28,4.74,15.75,1.3,25,1.73,0
41,5,11,3,17.25,4.92,0
35.25,2.49,23.5,2.5,22,2.35,0
35.5,3.2,16.5,4.03,20.25,1.3,0
36.5,8.5,13.5,1.5,15.5,8.5,0
34.2,7.96,16,5.44,21.75,2.77,0
33,3.67,16.5,3.84,16.25,3.27,0
38,2.83,12,5.61,12.33,2.87,0
41.67,0.47,16.67,4.19,10.25,1.92,0
38,2.83,11,6.68,15.75,4.44,0
39.5,3.77,13,8.86,16.5,6.65,0
36,8.34,16.75,3.03,18,3,0
30,5.2,16.75,2.05,16,4.58,0
35,7.65,14,0.82,16,4.42,0
35.75,6.02,18.25,3.27,15.5,2.06,0
30.75,5.12,18,4.74,17.5,2.29,0
39.5,3.35,14.25,1.3,18.75,1.92,0
33.5,4.97,14,1.73,21,5.2,0
25.25,4.71,11.33,5.25,11.67,3.86,0
35,7.11,8.25,6.3,15,3.32,0
38,4.06,14,4.85,20.5,1.5,0
35.25,1.3,16.5,4.97,21.75,1.92,0
37.67,3.4,14.75,1.64,17.33,1.7,0
36.75,6.06,15,4.12,15,2.12,0
28,3.56,13,1.87,19,7.07,0
31.25,4.02,17.5,3.91,12.25,2.95,0
40.25,4.02,14.5,0.87,15,3.54,0
36,0.82,12,5.72,17.25,3.9,0
35.75,2.49,13.5,3.35,13.67,8.34,0
39.25,7.85,16,3.32,15,5.79,0
26.75,4.92,14.75,2.28,18.5,4.5,0
27.25,3.27,11.75,6.26,19.25,4.26,0
35.5,4.15,13.75,2.77,6.75,3.9,0
36.75,1.3,12.67,2.62,15.25,6.61,0
35.5,1.5,18.5,4.5,22.67,1.89,0
34.33,4.19,16.5,1.66,15.67,3.4,0
32.25,2.86,12.5,2.29,16.25,3.27,0
27.5,3.04,12.75,2.49,20.75,5.07,0
39.75,4.44,11,5.15,18.25,4.32,0
40.33,1.25,18.33,1.25,15.75,3.34,0
37.25,2.86,20.5,1.5,17,3.67,0
36.75,1.3,12.25,5.07,16.75,2.49,0
30,3,11.33,8.18,16.67,7.72,0
27.5,3.64,18.75,3.9,17,5.15,0
35,6.12,17.75,4.26,16.25,2.49,0
37.5,4.5,15,2.83,15.5,2.06,0
34,1.73,17.75,1.79,13.5,2.69,0
37.25,5.07,18.5,2.29,17.75,0.43,0
34.75,7.15,14.25,5.4,18,3.81,0
25.33,3.4,11.33,2.49,20,1.58,0
35,5.74,13.5,4.72,18,2.74,0
38.33,6.94,18,2.45,14,2,0
28,3.56,16,6.75,15,2.45,0
30.25,6.02,12.75,1.92,13.75,5.4,0
38,5.1,15,0,23.25,1.48,0
23.25,9.28,16,5.24,16.25,5.07,0
27.33,6.94,13.67,1.25,19.75,2.49,0
36,2.45,20.67,2.36,20.25,1.3,0
33.5,3.57,20.25,1.3,17.5,4.39,0
33.5,4.5,17.75,2.68,18,1.41,0
39,4.74,19.67,0.94,19,2.74,0
19.5,8.9,15,2.55,12,8.86,0
26.5,7.4,13.75,5.07,21,3.54,0
40,6.44,17.25,8.26,14.75,6.61,0
38,0.71,13.33,4.64,12,0.82,0
37.5,1.5,16.25,6.02,11.75,4.6,0
42.33,2.87,16.5,4.39,16.67,3.3,0
30.25,2.05,13,5.43,20,3.67,0
26.25,9.68,20.33,2.36,24,2.45,0
34.25,8.58,17.75,2.28,17.25,3.96,0
39.67,2.62,17,1.63,16.75,3.11,0
35.75,1.79,19.25,2.77,16.25,5.07,0
35.75,4.44,12.75,3.49,14.67,5.25,0
42.25,4.92,14,3.74,19.67,1.7,0
32.75,3.7,17,3.94,13,4.85,0
26.5,2.6,21.75,1.3,9.5,1.5,0
40.67,6.18,18.25,4.32,14.67,6.02,0
36.75,1.3,14,2.92,17.75,5.07,0
36.25,3.63,18.25,3.9,14.33,1.7,0
42.33,3.3,15.33,2.49,14.25,6.61,0
29.67,3.4,16.33,1.25,13.5,2.96,0
27.5,1.66,12.25,6.5,15,3,0
30.5,2.6,15.75,3.9,17,4.36,0
36.75,0.83,12,2.55,10.25,5.36,0
34.25,2.38,15.75,1.3,10.5,6.69,0
38.75,3.42,13.5,2.69,16.5,4.5,0
33.5,7.26,11.5,3.64,16,2.35,0
28.25,4.26,20.75,2.05,16.75,2.86,0
27,6.4,17,5.05,14.75,1.79,0
35.5,4.27,15.67,4.78,17,1.41,0
30.75,2.49,18.5,4.15,18,1.41,0
36,2.94,16.25,1.3,16.67,3.09,0
37.4,6.15,10.25,5.31,14.6,4.32,0
34.67,1.25,18,1.87,9.33,6.02,0
24.5,4.77,16.5,4.5,13.75,2.38,0
40,5.24,19.25,2.86,12.25,4.32,0
40,2.83,17,1.41,16.75,4.71,0
37.75,0.83,16,5.15,16.25,7.12,0
36.5,5.36,18.25,2.17,11.5,4.27,0
31.25,9.88,9.75,3.27,17.5,4.03,0
28,2.74,18.25,1.92,18,3.08,0
36.25,6.02,17.25,4.26,19.25,5.97,0
39,3.67,18.25,3.11,14,8.46,0
37,1.41,19,2.94,18.5,1.5,0
38.6,1.96,16.75,2.49,15.6,4.41,0
35.5,7.09,12.5,0.87,13.75,4.66,0
24.5,4.97,14.75,3.42,17,1.87,0
30.25,8.14,15.25,4.44,15,3,0
39.5,3.35,13,6.53,16.25,1.79,0
35.33,3.3,17.33,1.7,16.75,2.05,0
40.5,3.2,18.25,3.11,18,2.92,0
35,7.65,16,2,17.25,2.17,0
28,2.94,18,1.73,16.67,4.03,0
28.25,5.21,15.25,4.02,22,1.22,0
40,4.24,11.75,1.79,19.75,1.64,0
36.25,0.43,11.25,4.32,10.5,6.8,0
33.67,3.86,13.33,4.64,17.5,1.12,0
37.5,11.08,15.75,3.96,15.5,7.3,0
26.5,2.87,9.75,1.3,15,5.24,0
25.33,4.19,11.33,0.47,19.25,4.76,0
39.25,5.07,15.5,5.59,18,2.74,0
34.75,2.17,20.25,3.34,17.25,3.9,0
33,3,21,2.92,12,8.15,0
34.5,1.5,22.5,1.5,22.5,1.5,0
31.5,6.99,14.75,2.28,22,2.12,0
28.5,2.96,17.5,2.06,15.5,1.5,0
34.33,8.06,18.25,5.45,18.67,2.05,0
36.25,2.17,23.75,4.71,13.5,1.5,0
37,3.27,14.75,2.49,17.67,1.89,0
34.33,6.85,14,0.82,16.25,3.83,0
25.5,3.2,14.75,3.19,20.25,2.49,0
24,6.96,17.75,2.38,17.5,6.02,0
37,3.74,16.67,4.78,11.75,1.09,0
40,0.82,19.67,2.36,7.25,7.6,0
37.75,3.49,18.25,0.43,14.25,3.96,0
40.75,3.7,18.25,4.21,21.5,2.87,0
33.75,10.28,17.75,2.59,20.25,2.59,0
27.75,7.85,14.75,3.27,15.75,6.87,0
34,5.61,14,6.82,10.25,6.68,0
39.25,1.79,17.25,2.68,20.5,0.87,0
36,4.74,16,1.63,20.33,1.7,0
38.5,4.77,20.5,1.5,14.67,2.05,0
34.67,1.89,16.25,4.38,17.67,1.7,0
23.67,4.11,8.67,5.44,18,3.67,0
37.2,6.49,15.8,4.31,13.5,7.3,0
36.67,4.71,16.67,4.11,14.25,2.68,0
34.5,2.06,11.5,5.41,16.5,2.5,0
38.75,3.7,13.25,2.68,20.75,2.17,0
35.75,7.15,10.67,5.79,20,4.08,0
28,1.22,10,5.2,17.5,4.56,0
32.25,8.84,15.25,1.79,13,1.87,0
39.75,6.42,13,1.41,15.25,2.17,0
33.75,1.3,17,2.74,14.75,1.92,0
38.75,2.17,14,2.45,8.25,7.26,0
32.75,7.12,18,0,17,1.58,0
31.5,2.06,13.5,2.29,19.5,7.23,0
30.75,3.27,13.25,5.8,22.5,2.06,0
39,3.32,17.25,3.11,19,3.08,0
36.5,2.29,13.25,3.19,16.25,4.55,0
36.5,2.29,17.33,4.5,17.67,4.5,0
34.33,5.56,17.5,4.27,13.33,3.3,0
29,0.82,15,3.39,25,1.41,0
27,11.64,17.33,0.94,18,3.39,0
42.25,1.79,17,1.58,17.25,3.27,0
32.33,4.03,16.5,1.5,13.75,3.27,0
37.67,3.3,10.33,6.94,18.33,2.05,0
41,3.24,12.5,3.91,16.75,1.3,0
29,7.26,12.5,3.91,16.33,4.03,0
29.5,1.5,17,3.16,16,2.83,0
31.25,12.32,16,1.73,11.5,2.29,0
40.5,5.68,12.75,6.87,19.25,2.49,0
35.5,6.5,14,8.15,15.25,2.38,0
34.67,7.59,10.75,4.32,16.33,1.25,0
34.5,7.3,15.33,2.49,19.67,1.25,0
30,2.16,17.5,3.35,15,6,0
23,6.16,15,0,19,3.39,0
32,9.41,11.5,6.22,15.75,5.12,0
33.5,2.06,17.25,4.44,18.5,2.18,0
33,1.87,17.5,1.5,14.5,4.5,0
37.25,5.21,15.75,1.48,15.25,1.92,0
34.25,7.01,15.5,3.2,15.5,4.82,0
23.25,8.17,16.75,4.6,13.75,2.49,0
34.75,8.93,14,5.96,13,2.92,0
37.75,6.1,14.5,2.5,9.75,2.86,0
33,2.12,11,9.06,7.33,3.3,0
37,3.39,13,0.71,15.75,3.56,0
32.5,8.02,19,2.55,21,1.87,0
26,4.74,16,2.45,15.75,3.27,0
33,5.61,15,5.24,13,3.67,0
39.75,3.77,19.5,1.12,14.75,3.42,0
34.5,2.6,20,3,18.75,3.27,0
