avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
45.33,0.47,8,0,19.67,1.25,0
45,0,6.33,2.05,18.75,1.3,0
45,0,6,1.63,18.25,0.43,0
45,0,6.5,0.5,16.5,1.5,0
46.5,0.5,7,3.74,13,1,0
47,0,12,0.71,12,2.12,0
47,0.71,8.5,2.5,16.25,1.48,0
46.25,0.83,11.75,0.43,20,1.22,0
45.25,0.43,11.75,0.43,15.5,1.66,0
45,0,11.5,0.5,15,1.87,0
45.5,0.5,12.5,0.5,20.25,1.3,0
46.5,0.5,8.67,0.47,19.33,1.25,0
47.5,0.5,13,1.41,13.67,1.25,0
47.67,0.47,14.25,0.83,11.67,0.47,0
47.5,0.5,11,1.22,12,2.45,0
47.33,0.47,4,1.63,16.25,2.28,0
47.2,0.75,10.4,2.06,19.5,0.5,0
45.67,0.47,13.33,0.47,17.75,0.83,0
45.5,0.5,12,0,16,1.22,0
45.67,0.47,10.75,1.3,20,1.73,0
46.75,0.43,7.25,1.79,19.5,1.5,0
47.25,0.43,15,2.24,15,0.71,0
47.5,0.5,16,0.82,14.25,1.79,0
47.5,0.5,14.25,0.43,14.75,1.09,0
47.25,0.43,15.67,0.47,14.67,0.47,0
47.5,0.5,12.5,2.5,17.67,0.47,0
46.5,1.12,12,0,19,0.71,0
45.33,0.47,11.33,0.94,17,0.82,0
45,0,12,0,18.75,1.48,0
46.5,0.5,9.75,1.79,18.5,1.66,0
47.25,0.43,14.25,1.3,13.5,1.12,0
47.5,0.5,13.25,1.09,12.25,0.43,0
47.5,0.5,12.5,0.5,12.5,0.87,0
47.5,0.5,9.25,3.27,15.25,1.79,0
47.5,0.5,10.5,1.66,20,1.22,0
46.75,0.43,13,0.71,19.5,0.87,0
46.5,0.5,13.75,0.43,18.25,0.43,0
46.75,0.43,13,0.71,20.5,0.87,0
47.5,0.5,6,2.55,19.75,1.3,0
47.75,0.43,12.5,2.69,13.25,1.3,0
48,0,16.25,0.43,12.75,1.3,0
48,0,15.5,0.5,12.25,0.43,0
47.5,0.5,13,1.41,15,2.12,0
46.5,0.5,9.5,1.5,19.67,1.25,0
45.25,0.43,12.5,0.5,18.5,0.87,0
45,0,12.25,0.43,17.5,0.87,0
45.5,0.5,12,0,19.75,0.83,0
46.5,0.5,5.75,1.3,19.25,1.09,0
47.75,0.43,8.75,1.48,17.25,0.83,0
48,0,12,0.71,16.75,1.09,0
48,0,14.5,0.5,18.75,0.83,0
47.67,0.47,12.75,0.83,21.33,0.47,0
46.75,0.43,6.33,2.49,21.5,0.5,0
47.33,0.47,9.33,2.49,20.25,0.83,0
47,0,13.5,1.12,17.75,0.43,0
46.5,0.5,14.5,0.87,17.75,0.43,0
46.5,0.5,11.33,0.94,17.75,0.43,0
46.33,0.47,9.5,0.5,18,0,0
46.5,0.5,10,0,18,0,0
46.75,0.43,9.67,0.47,17.67,0.47,0
46.5,0.5,11.75,0.43,17.25,0.83,0
47,0,12,0,17.75,0.43,0
47.67,0.47,11,0,18.67,0.47,0
47.25,0.43,9.67,0.47,19,0.71,0
46.5,0.5,7.67,0.47,18.75,0.83,0
46,0,6.67,0.47,18.5,0.5,0
46.5,0.5,8,1.22,18.25,0.43,0
46.33,0.47,11.33,1.25,17.75,0.43,0
47.5,0.5,14,1.22,17,0.71,0
48,0,13.75,1.3,14.25,2.28,0
48,0,14.75,0.43,15.75,1.64,0
47.75,0.43,16,1.22,15,0,0
46.75,1.09,16,1.58,14,1.22,0
45.5,0.5,8.67,2.87,14.75,1.09,0
45.5,0.5,8.75,1.09,17.25,0.83,0
45.25,0.43,12,0,17,0.82,0
45.33,0.47,9.75,1.92,17.33,0.47,0
45.33,0.47,3.5,1.5,15,0,0
46,0.71,7,1.63,16,1.22,0
47.5,0.5,11.67,0.47,18,1.22,0
46.33,0.47,12.67,0.94,17.25,0.83,0
45.25,0.43,12.25,0.43,16,0,0
45,0,13,0,14.25,0.83,0
44.5,0.5,13.25,1.09,17.25,2.59,0
44.75,0.43,13,1.22,17.75,0.43,0
44.75,0.43,12,0,16.75,0.83,0
44.25,0.83,11.33,0.94,16.33,0.47,0
43.5,0.5,8.5,1.12,16.75,1.3,0
43.67,0.47,9,0,16.33,0.94,0
43.75,0.83,11.5,0.5,16.25,0.83,0
45,0,12,0,16.75,0.43,0
45,0,12.33,0.47,17.25,0.83,0
45,0,12.25,0.43,18.75,0.83,0
45,0,7.33,2.36,16.75,0.43,0
45.25,0.43,2,0,16.75,0.83,0
45,0,3.67,1.7,17.5,0.87,0
45,0,8.67,1.89,16.25,1.09,0
45,0,11.75,0.43,18.5,0.5,0
45,0,13,0.71,19.25,0.83,0
45.75,0.43,12.5,0.87,20,1.22,0
46.25,0.43,10.5,1.5,20.33,0.47,0
46.25,0.43,10.2,0.4,19.4,0.8,0
46,0.71,9.67,0.94,18.67,0.94,0
45.67,0.47,5.33,0.94,19.67,0.94,0
45.75,0.43,3.5,1.5,19,1,0
45,0,8,0.82,14,1.41,0
45,0,7.75,1.3,12.33,0.47,0
44,0.82,3.5,0.5,16.5,1.66,0
43.25,0.83,11.25,5.54,17.33,1.7,0
41.75,1.79,10.75,3.03,15.5,5.02,0
38.5,0.5,8,1,23,1,0
40.5,1.12,11.75,1.09,17,3.27,0
44.25,0.83,11.25,1.48,11.25,1.92,0
45,0,4,1.87,6.75,3.56,0
45,0,7.75,2.17,10.5,1.12,0
42.75,3.9,7,2.16,7,0.82,0
45,0,2.5,0.5,9.33,1.7,0
45,0,4.67,2.49,11.75,0.43,0
45.75,0.83,8.67,0.47,9.5,1.8,0
46.67,0.47,8,1.73,4,1,0
47.5,0.5,6.33,0.47,6.33,2.62,0
47.33,0.47,9,0,9.5,0.87,0
47.2,0.4,11,0.71,8.75,0.43,0
47,0,8.67,0.47,7.67,0.94,0
46.75,0.43,6.5,0.87,9.25,1.09,0
46,0.71,6.5,0.5,9.33,0.47,0
45.25,0.43,7,0.82,7.5,1.12,0
45.25,0.43,8.5,0.5,5,0.82,0
45.5,0.5,7.5,1.5,3.67,1.7,0
45,0,8.67,1.25,10.5,1.5,0
45,0,6.33,1.7,9.33,0.94,0
45,0,2,0,10.25,1.3,0
45.2,0.4,5.33,2.87,10.8,0.4,0
45.33,0.47,6.5,1.5,11,0,0
45,0,7.5,0.5,10.33,1.25,0
45.25,0.43,8,1,5,2.55,0
45,0,4,1.41,2.5,1.5,0
45.5,0.5,5.75,1.09,1.33,0.47,0
45.33,0.47,5,1,0,0,0
45.5,0.5,4.25,1.3,1,0,0
45.5,0.5,4.33,1.7,0,0,0
45.25,0.43,4.5,1.5,1,0,0
45.25,0.43,4.67,1.25,1,0,0
45.67,0.47,4.33,1.25,0,0,0
45,0,5,1,0,0,0
45,0,4.67,1.25,0,0,0
45.25,0.43,5.25,1.3,0,0,0
45.25,0.43,5.67,0.47,0,0,0
45.25,0.43,6.67,0.47,0,0,0
45,0,6.25,1.09,0,0,0
45,0,8,0,0,0,0
45,0,8,0,0,0,0
45.25,0.43,7,0.71,0,0,0
45.25,0.43,6.33,0.47,0,0,0
45.25,0.43,5,0,1,0,0
45.67,0.47,4.25,1.48,3,0,0
45.5,0.5,3,0,1.5,0.5,0
45.33,0.47,2,1,6.67,1.25,0
45.5,0.5,2.5,0.5,4,1.63,0
45.75,0.43,2.5,1.12,10,2.92,0
45.5,0.5,2.33,1.25,6.5,2.96,0
45.75,0.83,1.5,0.5,8,1.22,0
45.5,0.5,1.5,0.5,9.33,0.47,0
45.25,0.43,1,0,10.75,2.38,0
45,0,0,0,12,0,0
44.5,0.87,8,4.32,13.5,1.12,0
41.75,1.79,11.5,1.5,11.25,3.77,0
37.67,1.25,16.5,2.6,15.33,1.89,0
40,1,17.33,3.3,12.33,1.25,0
39.5,1.5,16,2,11.25,1.79,0
33.75,3.27,12,2.12,16,2.83,0
33.33,1.25,16.67,1.25,18.25,1.48,0
38,1.41,11.67,2.87,12.75,1.3,0
40.75,0.83,16.5,1.12,12,0.71,0
40.25,0.43,13,1.87,8,2.94,0
41,0.71,11.75,0.43,13.25,0.83,0
40,1,12.75,0.43,13.5,0.87,0
39.75,0.83,12,0,12.5,0.5,0
39,0,12,0,10,0.71,0
39.25,0.43,12,0,10.5,1.12,0
39.67,0.47,13.67,0.94,11,1,0
39.4,0.49,15,0.71,11.2,0.98,0
40,1,15.25,0.43,12,1.41,0
40.33,0.94,14.25,0.43,12,0,0
39.75,0.83,14.75,0.43,12.25,0.43,0
40,0.82,14.67,0.47,12.25,0.43,0
41,1,14.25,0.83,12,0,0
40.75,0.83,13.75,0.83,12,0,0
41,1,14.5,0.5,11.5,0.87,0
41.5,0.5,15.25,0.43,11.75,0.43,0
41.5,0.5,15,0,11.25,0.43,0
41.5,0.5,15,0,11,1.22,0
41.5,0.5,15,0,10.75,0.43,0
41.5,0.5,15,0,10.5,0.5,0
41.5,0.5,15,0,11,1,0
41.5,0.5,14.5,0.5,11.75,1.09,0
41.5,0.5,14.75,0.43,12,0.71,0
41.5,0.5,15,0,12,0.71,0
41.25,0.83,15,0,12,0.82,0
41.5,0.5,15,0,12,0,0
42,0,15,0,12.33,0.47,0
41.5,0.5,14.75,0.43,11.25,0.83,0
42,0,15,0,9.67,0.94,0
42,0,15,0,9,0.71,0
42,0,15,0,8.75,1.3,0
42,0,15,0,9.75,0.43,0
42,0,15,0,9.75,0.43,0
42,0,15,0,10,0.71,0
42,0,15,0,9.33,0.47,0
42,0,15,0,9,0,0
42,0,15.25,0.43,9.25,0.43,0
42,0,15,0,9.5,1.12,0
42,0,14,0.71,9.67,0.47,0
42,0,12.5,0.5,7.5,1.12,0
42,0,12.25,0.43,7,0.71,0
42,0,12.75,0.43,6.25,1.3,0
42,0,13.25,0.83,8,1.22,0
42,0,12.75,0.83,7.25,1.09,0
42,0,13.25,0.43,7.25,1.09,0
42,0,13.67,0.47,8.67,0.47,0
42,0,13.25,1.09,8,0.82,0
42,0,12.5,0.5,8,0.82,0
42,0,12.75,0.83,8,0.82,0
42,0,12,0,9.5,0.5,0
42,0,12.25,0.43,8.33,0.94,0
41.67,0.47,12.67,0.47,0,0,0
42,0,12.75,0.43,6.33,0.47,0
42,0,13.33,0.47,6.75,0.83,0
42.33,0.47,15,0,7.25,0.43,0
42,0,15,0,7.25,1.48,0
42,0,15,0,7.75,1.3,0
42,0,15,0.71,8.5,0.5,0
42,0,14.67,0.47,9,0,0
42,0,15,0,9,0,0
42,0,15,0,8.5,0.87,0
42.5,0.5,14.75,0.43,8.25,1.48,0
44.67,0.47,12,0,10.67,0.94,0
45,0,13,0.82,11.25,1.3,0
44,0.82,14.67,0.47,12,1.22,0
43.25,0.83,14.75,0.43,11.25,0.83,0
42.5,0.5,14.5,0.5,11.25,0.43,0
42.5,0.5,13.67,0.94,9.67,0.47,0
42.5,0.5,13.33,0.47,10,1.41,0
42.5,0.5,13.5,0.5,9.75,1.3,0
42.5,0.5,12.33,0.47,9,0,0
42.67,0.47,13.5,0.5,8,0.82,0
42.67,0.47,12.75,0.43,8,1.41,0
43,0.82,13,0.82,8,1,0
42.75,0.83,12.75,0.83,8,1.22,0
42.5,0.5,12.5,0.5,8,0.71,0
42.5,0.5,13,0,8.67,0.47,0
42.5,0.5,13.25,0.43,10.25,1.09,0
42.75,0.83,12.25,0.43,12.5,0.5,0
42.5,0.5,12,0,12.25,0.43,0
42.25,0.43,12,0,11.33,0.47,0
42.5,0.5,12,0,11.5,0.5,0
42,0,12,0,11,1,0
42.25,0.43,12,0,11.75,0.43,0
42,0,12,0,11,0.82,0
42,0,12,0,11.33,0.47,0
42.25,0.43,12.25,0.43,10.33,0.47,0
42.33,0.47,11.67,0.47,10,0.82,0
42,0,12,0,9.25,0.43,0
42,0,12,0,8.67,0.47,0
42,0,12,0,8.75,0.43,0
42.25,0.43,12.25,0.43,8.75,0.43,0
42.25,0.43,13.75,0.83,7,0,0
42.25,0.43,14.5,0.5,8.75,0.43,0
42,0,13.75,0.83,7.25,1.48,0
42.5,0.5,13.25,0.43,5.75,1.09,0
42.25,0.43,13.33,0.94,6,1.63,0
42.25,0.43,12.5,0.5,5.33,0.47,0
42.67,0.47,13,0.82,6.67,1.7,0
42.33,0.47,14,0.82,8,0.71,0
42,0,14.67,0.47,8.25,0.43,0
42.25,0.43,14,0.82,8.5,0.5,0
42,0,14.5,0.5,9,0.71,0
42,0,14,0.71,8,0.71,0
42.25,0.43,13.5,0.87,8,0.82,0
42,0,13.25,0.43,6.25,0.83,0
42,0,14,0.82,5.67,1.7,0
42.67,0.47,14.25,0.43,5,1.63,0
42.5,0.5,14,0,5.33,1.25,0
42.5,0.5,14,0,4.75,1.09,0
42.25,0.43,13.5,0.5,6.33,0.47,0
42.5,0.5,13.75,0.83,5.75,1.09,0
42,0,14,0,6.5,0.5,0
42,0,14.33,0.47,6.75,1.48,0
42.25,0.43,14.5,0.5,7.33,0.47,0
42.25,0.43,14.25,0.43,6.67,1.25,0
42.25,0.43,14.5,0.5,6,1.63,0
42.5,0.5,15,0,5,0.71,0
42.5,0.5,15,0,5.33,0.94,0
42.25,0.43,15,0,5.33,1.89,0
42.25,0.43,15,0,6.5,0.5,0
42.5,0.5,14.67,0.47,8.67,0.94,0
42.5,0.5,14.5,0.5,6.67,1.25,0
42.25,0.43,14.33,0.47,8,1,0
42,0,12.5,0.5,7,0.71,0
42,0,12.5,0.87,5.33,0.94,0
42,0,14.5,0.5,5,2.83,0
40.33,1.25,15,0,8,1.87,0
39.75,0.83,11.25,0.83,4.25,1.48,0
38.5,0.87,4,1,7,0.71,0
37.25,1.3,6.25,1.92,9.75,1.09,0
37.75,1.09,13,2.12,7,2,0
38.75,0.43,16.75,0.43,7.25,1.48,0
38.5,0.5,13,1.63,8.67,0.47,0
39,0,9.25,4.76,7.75,1.09,0
39,0,12.5,1.8,12,0,0
38.25,0.83,18.25,0.43,16.33,1.25,0
38,1.22,18,0,18.25,0.43,0
39.67,0.94,17.33,0.94,15.75,0.83,0
38.5,0.5,15,1.41,12.5,2.29,0
39,0,12.33,3.09,14.25,3.27,0
40,0.71,16,1.22,18.25,0.43,0
41.75,0.43,13.25,1.09,16,1.58,0
41.75,0.43,13,0.71,12.25,0.43,0
42,0,15,0,12.25,0.43,0
42,0,15.75,0.43,12.75,0.83,0
41.5,0.5,16,0.71,13,0.71,0
42,0,15.5,0.5,13.5,1.5,0
42,0,15.25,0.43,14.75,0.83,0
42.75,0.43,15.5,0.5,15,0.71,0
42.5,0.5,15.5,0.87,15.25,0.43,0
42.25,0.43,15.5,0.5,15.5,0.5,0
42.5,0.5,15.25,0.43,15,0,0
42.5,0.5,15.25,0.43,15.5,0.5,0
42.75,0.83,15.33,0.47,15,0.82,0
43.67,0.47,15,0,15.33,0.47,0
43.67,0.47,15,0,15.67,0.47,0
42.67,0.47,15.33,0.47,15.75,0.83,0
43,1,15.5,0.87,15.75,0.83,0
42.75,0.43,15.5,0.5,14.75,0.83,0
43,1,16.75,0.43,15.25,0.83,0
42.5,0.5,15.5,0.87,15.5,1.12,0
42.5,0.5,15,0,16,0.71,0
42.5,0.5,15.33,0.47,15.33,0.47,0
43.25,0.83,15,0,15,0,0
43.67,0.47,15.25,0.43,15.33,0.47,0
43.25,0.83,14.5,0.5,15.5,0.5,0
43.25,0.83,14.5,0.87,15.5,0.5,0
43.33,0.47,15.33,0.47,16.5,0.87,0
43.33,0.47,15,0,16.25,0.43,0
43.5,0.5,14.75,0.43,14.75,0.43,0
43.5,0.5,14.5,0.5,15.75,0.83,0
43.5,0.5,15,0,14.75,1.09,0
43.5,0.5,15,0,16,0.71,0
43.75,0.43,14.75,0.43,17.25,0.83,0
43.75,0.83,14,0.82,17.33,0.47,0
43.75,0.43,14.25,0.43,17.25,0.83,0
44,0.82,15,0,17.67,0.47,0
44.33,0.47,15,0,17,0.71,0
44.25,0.83,14.75,0.43,15.5,0.5,0
44.4,0.8,15,0,15.25,0.43,0
43.67,0.47,15,0,16,0.71,0
43.75,0.83,15,0,15.5,0.5,0
43.5,0.5,15,0,15.75,0.83,0
43.5,0.5,14.75,0.43,15,1.22,0
43.5,0.5,15,0,16.25,0.43,0
42.75,0.83,16.5,0.87,17.5,0.5,0
39,2.12,14.5,2.18,15,2.12,0
38,0.71,7.75,0.83,13,1.58,0
39,0,8.5,1.12,12.25,0.43,0
39.5,0.5,9.5,0.5,12,0,0
39.25,0.43,9.5,0.5,13.33,1.25,0
39.5,0.5,8.75,1.09,14.5,0.87,0
39.25,0.43,12.25,0.43,14,1.58,0
41,0.82,14.5,0.5,14.67,0.47,0
44.33,0.47,14.25,0.43,15.67,0.47,0
45,0,14.75,0.43,15.67,0.94,0
45,0,15,0,15.75,0.83,0
44.67,0.47,15.33,0.47,17.25,1.3,0
44.5,0.5,15.75,0.43,18,0.71,0
44.5,0.5,15.5,0.5,17.5,0.5,0
43.75,0.43,15.25,0.43,17.25,0.83,0
43.5,0.5,15.25,0.43,18,0,0
43.25,0.83,15.25,0.43,17.5,0.87,0
42.75,0.43,15.67,0.47,17.33,0.94,0
42.75,0.43,16,0.89,17.6,0.49,0
43.25,0.43,16.5,0.5,18.5,0.5,0
43.25,0.83,16.25,0.83,17,0.71,0
43.5,0.5,15,0,17.67,0.47,0
43.25,0.83,15,0,18,0,0
43.33,0.47,15,0,18.33,0.47,0
43.25,0.83,16.25,0.43,18,0,0
42.5,0.5,16,0.71,17.75,0.43,0
43.25,0.83,16.75,0.83,17,0,0
43.5,0.5,16.75,0.43,17.25,0.83,0
43.33,0.47,17,0,17.25,0.83,0
43.5,0.5,17,1,16.75,0.43,0
43.67,0.47,17.33,0.47,18,0,0
43.5,0.5,17,0.71,18.5,0.5,0
43.5,0.5,16.75,0.43,18,0,0
43.5,0.5,16.75,0.43,18.5,0.5,0
43.5,0.5,16.75,0.43,18.25,0.43,0
43,0.71,15.25,0.43,18.5,0.5,0
43.25,0.83,17,0.82,17.33,0.47,0
42,0,17,0.71,15.5,1.12,0
42,0,18,0,13,1.22,0
42,0,17.25,0.83,14,1.41,0
42,0,17,0.71,14,0.71,0
42.33,0.47,16,0,14.5,0.87,0
43.5,0.5,15.5,0.5,15,0,0
43.5,0.5,15.25,0.43,15,0.71,0
43,0.71,15.5,0.5,15,0,0
42.5,0.5,15.5,0.5,15,0,0
42.5,0.5,16.25,0.43,14.75,0.43,0
42.5,0.5,16,0,15.25,0.43,0
43.5,0.5,15.25,0.43,16.25,1.09,0
43.5,0.5,14.25,0.83,16.5,0.87,0
43.5,1.12,13.5,1.5,16.5,0.5,0
43.25,0.83,15.75,0.83,15.5,1.12,0
43.25,0.83,12.33,0.47,12.67,0.94,0
43.5,0.5,14.33,0.47,14.67,1.25,0
42.67,0.47,14.5,0.5,15.33,0.47,0
43.5,0.5,14.75,0.43,16,1.22,0
42.75,0.83,13.25,0.83,17,1.22,0
42.33,0.47,13,0.82,17,0.71,0
42.33,0.47,13,0.82,17.25,0.43,0
42,0,12.5,0.5,17,0.71,0
42,0,13,0.71,16.25,1.09,0
42.25,0.43,14.25,0.83,11,1,0
42,0,15,0,11,1,0
42.25,0.43,15,0,10.75,1.3,0
42,0,15,0,12,0,0
42.5,0.5,15,0,12,0,0
42.5,0.5,15,0,12.5,0.5,0
42.5,0.5,15,0,12,0,0
42.5,0.5,16.25,0.83,12.5,1.66,0
42.5,0.5,17,0,13.33,1.25,0
42.5,0.5,16.5,0.5,14.5,0.5,0
43,0.82,17.25,0.43,14,0.82,0
42.5,0.5,16,1.22,13.5,1.12,0
42.33,0.47,18,0,14.67,1.89,0
42.5,0.5,17.75,1.09,12.75,1.3,0
42,0,14.25,0.83,13,1.87,0
42.25,0.43,15.25,0.43,12.75,0.43,0
42.25,0.43,14.5,0.5,13.75,0.83,0
42.5,0.5,14.5,1.12,12.75,1.3,0
42.5,0.5,15.75,0.83,14.75,1.09,0
42.5,0.5,13.5,1.5,11.5,0.5,0
42.5,0.5,14,1.22,15.5,2.5,0
43,1,14.5,0.87,15.75,0.83,0
42.75,0.83,14,0,15,1.22,0
43,0.71,14.25,0.83,15.5,0.5,0
43,0.71,10.5,1.12,13.5,1.12,0
42.5,0.5,12,0,15,0.82,0
42.5,0.5,11.5,0.5,14.75,1.09,0
42.67,0.47,11,0.71,13.67,0.94,0
42.5,0.5,11.25,1.48,12.75,1.79,0
43.25,0.83,15,0,11.5,0.87,0
43.5,0.5,15.75,0.43,12,0,0
43,0.82,16,0,11.33,0.47,0
43.5,0.5,15,0,11,1,0
43.5,0.5,13.25,1.3,11,1.41,0
43.25,0.83,12,0,12.5,0.87,0
43,0.82,13,1,12.33,0.47,0
42.75,0.43,14.25,0.43,10.75,0.83,0
42.75,0.83,13.5,1.5,10.5,1.5,0
43.25,0.83,12,0,12,0,0
43,0.71,13,1.41,11.67,0.47,0
43.25,0.43,15,0,11.75,0.43,0
43.67,0.47,14.75,0.43,13.33,0.47,0
43,0.82,11,0.82,13,1.22,0
43,0.71,12,0,12.5,0.87,0
43.5,0.5,13.5,1.5,12.25,1.09,0
43,1,15,0,11,1.22,0
43.5,0.5,15,0,12,0,0
43.25,0.83,14.75,0.43,13,1,0
43.5,0.5,15,0,12.75,0.83,0
43.5,0.5,15,0,12.5,0.5,0
43.25,0.83,15,0,12.75,0.83,0
43.25,0.83,15,0,12.33,0.47,0
43.67,0.47,15.25,0.43,12.67,0.94,0
43.5,0.5,14.75,0.43,12,0,0
43.5,0.5,13.75,1.3,9,2.45,0
43,0.82,15,0,9.75,0.43,0
43.75,0.43,15,0,7.5,1.12,0
43.5,0.5,14,1,8,1.63,0
43.5,0.5,12,0,11,1,0
43.5,0.5,12,0,12.25,0.43,0
43.75,0.83,12,0,11.33,0.47,0
41.75,1.79,14.33,0.94,14.67,1.89,0
39,0,11.33,1.7,12.67,1.7,0
41.25,0.43,10,1.22,14.25,0.83,0
